,summary,config,name
13,"{'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'model': 'notears-np', 'fdr_normalised': 0.6538461538461539, '_wandb': {'runtime': 8629}, 'shd_normalised': 18, 'shd': 0, 'nnz_normalised': 26, '_step': 3, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26]}, 'fdr': 0, 'nnz': 20, '_timestamp': 1696545605.5895844, 'tpr': 1, 'fpr': 0, 'tpr_normalised': 0.45, '_runtime': 8629.514263391495, 'fpr_normalised': 0.04096385542168675}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",classic-donkey-44
14,"{'_step': 0, 'model': 'notears-np', '_runtime': 1.5415940284729004, '_timestamp': 1696530897.382985}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",young-grass-42
15,"{'fpr_normalised': 0.01927710843373494, 'fpr': 0, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_wandb': {'runtime': 21}, 'nnz': 20, 'tpr_normalised': 0.5, 'tpr': 1, 'shd': 0, 'shd_normalised': 12, '_runtime': 22.75855779647827, 'B_est_normalised': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18], '_type': 'histogram'}, '_step': 3, 'fdr_normalised': 0.4444444444444444, 'nnz_normalised': 18, '_timestamp': 1696530892.6233618, 'model': 'notears', 'fdr': 0}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",laced-frog-41
16,"{'fpr': 0, 'model': 'notears', 'shd': 1, '_wandb': {'runtime': 54}, '_timestamp': 1696530866.567086, 'tpr': 0.95, 'tpr_normalised': 0.45, 'nnz_normalised': 19, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, 'nnz': 19, 'fdr': 0, '_step': 3, 'fpr_normalised': 0.024096385542168676, 'shd_normalised': 13, 'B_est_normalised': {'values': [881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, '_runtime': 56.61330604553223, 'fdr_normalised': 0.5263157894736842}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",astral-plant-40
17,"{'fpr_normalised': 0.021686746987951807, 'model': 'notears', 'tpr': 1, 'fpr': 0, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'shd': 0, 'nnz_normalised': 20, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], '_type': 'histogram'}, 'shd_normalised': 10, 'fdr': 0, '_timestamp': 1696530807.019265, 'fdr_normalised': 0.45, '_step': 3, '_wandb': {'runtime': 59}, '_runtime': 61.05596899986267, 'nnz': 20, 'tpr_normalised': 0.55}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",easy-spaceship-39
18,"{'nnz_normalised': 20, '_runtime': 28.884978532791138, 'fdr': 0, '_timestamp': 1696530742.0897596, '_step': 3, 'tpr': 0.95, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'fpr': 0, 'fdr_normalised': 0.4, 'tpr_normalised': 0.6, 'nnz': 19, 'shd_normalised': 8, 'fpr_normalised': 0.01927710843373494, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, 'shd': 1, 'model': 'notears', '_wandb': {'runtime': 27}}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",fast-tree-38
19,"{'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], '_type': 'histogram'}, 'model': 'notears', 'tpr_normalised': 0.65, 'shd': 1, 'fdr_normalised': 0.380952380952381, 'B_est_normalised': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21], '_type': 'histogram'}, 'fpr': 0, 'tpr': 0.95, '_runtime': 29.727079391479492, 'fpr_normalised': 0.01927710843373494, 'fdr': 0, '_step': 3, 'nnz_normalised': 21, '_wandb': {'runtime': 28}, '_timestamp': 1696530710.0703113, 'nnz': 19, 'shd_normalised': 8}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",light-pond-37
20,"{'_timestamp': 1696530677.018955, 'nnz': 18, 'fpr_normalised': 0.021686746987951807, 'shd': 2, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18], '_type': 'histogram'}, 'fdr_normalised': 0.47368421052631576, 'shd_normalised': 10, 'tpr': 0.9, '_runtime': 26.59983611106873, 'fpr': 0, 'nnz_normalised': 19, '_step': 3, '_wandb': {'runtime': 25}, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, 'model': 'notears', 'tpr_normalised': 0.5, 'fdr': 0}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",good-elevator-36
21,"{'shd_normalised': 12, 'tpr_normalised': 0.5, 'fdr': 0, 'model': 'notears', '_runtime': 13.47068476676941, '_wandb': {'runtime': 12}, 'fpr_normalised': 0.02650602409638554, 'B_est_normalised': {'values': [879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'fpr': 0, 'shd': 0, '_step': 3, 'tpr': 1, 'nnz_normalised': 21, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_timestamp': 1696530647.0819347, 'fdr_normalised': 0.5238095238095238, 'nnz': 20}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",upbeat-resonance-35
22,"{'fpr': 0, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'fdr_normalised': 0.4, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_step': 3, 'fdr': 0, '_wandb': {'runtime': 33}, 'fpr_normalised': 0.01927710843373494, 'tpr': 1, 'shd': 0, '_runtime': 34.56865692138672, 'nnz_normalised': 20, '_timestamp': 1696530629.617611, 'model': 'notears', 'shd_normalised': 11, 'tpr_normalised': 0.6, 'nnz': 20}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",unique-firefly-34
23,"{'model': 'notears', 'tpr': 1, 'shd_normalised': 12, 'nnz': 20, 'tpr_normalised': 0.5, 'fpr': 0, '_step': 3, '_wandb': {'runtime': 30}, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'fdr_normalised': 0.5454545454545454, 'B_est_normalised': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22], '_type': 'histogram'}, 'shd': 0, 'nnz_normalised': 22, 'fpr_normalised': 0.02891566265060241, 'fdr': 0, '_timestamp': 1696530591.7673662, '_runtime': 31.901649236679077}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",rare-dawn-33
24,"{'nnz': 20, '_step': 3, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_wandb': {'runtime': 64}, '_runtime': 65.10078001022339, '_timestamp': 1696530556.816518, 'fpr_normalised': 0.021686746987951807, 'shd': 0, 'tpr': 1, 'fpr': 0, 'model': 'notears', 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'fdr': 0, 'nnz_normalised': 20, 'fdr_normalised': 0.45, 'shd_normalised': 9, 'tpr_normalised': 0.55}","{'d': 30, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",fast-mountain-32
25,"{'_timestamp': 1696528221.2558053, '_step': 0, 'model': 'dagma-np', '_runtime': 1.5946712493896484}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",morning-bird-31
26,"{'fpr': 0.01176470588235294, '_step': 3, 'fpr_normalised': 0.058823529411764705, 'B_est_normalised': {'_type': 'histogram', 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]}, '_wandb': {'runtime': 8}, '_timestamp': 1696528214.8099546, 'tpr': 0.95, 'model': 'dagma', 'shd': 2, 'fdr_normalised': 0.5263157894736842, '_runtime': 9.81742262840271, 'tpr_normalised': 0.45, 'nnz_normalised': 19, 'shd_normalised': 13, 'nnz': 21, 'fdr': 0.09523809523809525}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",young-resonance-30
