,summary,config,name
27,"{'_runtime': 9.716981410980225, 'nnz_normalised': 17, 'tpr_normalised': 0.45, 'B_est_normalised': {'values': [383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, '_wandb': {'runtime': 8}, 'nnz': 20, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_timestamp': 1696528200.0872457, 'tpr': 1, '_step': 3, 'shd': 0, 'shd_normalised': 12, 'fdr': 0, 'fdr_normalised': 0.4705882352941176, 'fpr_normalised': 0.04705882352941176, 'fpr': 0, 'model': 'dagma'}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",fanciful-eon-29
28,"{'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'model': 'dagma', 'shd_normalised': 14, 'tpr_normalised': 0.45, 'fdr': 0, 'shd': 0, 'fpr_normalised': 0.07058823529411765, '_wandb': {'runtime': 7}, 'nnz': 20, 'nnz_normalised': 21, '_timestamp': 1696528187.1234078, '_runtime': 9.36849594116211, 'fdr_normalised': 0.5714285714285714, 'B_est_normalised': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], '_type': 'histogram', 'values': [379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]}, 'tpr': 1, 'fpr': 0, '_step': 3}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",likely-wave-28
29,"{'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'nnz': 20, 'shd': 0, 'fdr_normalised': 0.35, '_timestamp': 1696528173.124428, 'fdr': 0, 'shd_normalised': 8, 'model': 'dagma', 'nnz_normalised': 20, 'tpr_normalised': 0.65, '_step': 3, '_wandb': {'runtime': 6}, 'fpr_normalised': 0.041176470588235294, 'B_est_normalised': {'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], '_type': 'histogram'}, 'fpr': 0, 'tpr': 1, '_runtime': 7.992965936660767}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",fresh-monkey-27
30,"{'_wandb': {'runtime': 7}, 'nnz': 21, 'tpr': 0.95, 'fdr_normalised': 0.42105263157894735, 'fpr_normalised': 0.04705882352941176, 'B_est': {'values': [379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], '_type': 'histogram'}, '_step': 3, 'B_est_normalised': {'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'fdr': 0.09523809523809525, 'shd': 2, 'model': 'dagma', '_runtime': 8.944339275360107, 'tpr_normalised': 0.55, '_timestamp': 1696528160.6058552, 'fpr': 0.01176470588235294, 'nnz_normalised': 19, 'shd_normalised': 10}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",different-rain-26
31,"{'nnz_normalised': 19, '_step': 3, 'tpr_normalised': 0.6, 'shd': 1, 'fdr_normalised': 0.3684210526315789, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, 'nnz': 20, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], '_type': 'histogram'}, 'model': 'dagma', 'fpr_normalised': 0.041176470588235294, '_runtime': 9.639321327209473, 'shd_normalised': 9, 'fdr': 0.05, 'tpr': 0.95, 'fpr': 0.0058823529411764705, '_wandb': {'runtime': 8}, '_timestamp': 1696528146.7701964}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",worldly-armadillo-25
32,"{'tpr_normalised': 0.6, 'nnz_normalised': 18, 'fpr_normalised': 0.03529411764705882, '_step': 3, '_timestamp': 1696528133.079672, 'shd_normalised': 9, 'B_est': {'values': [379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], '_type': 'histogram'}, 'tpr': 0.95, 'nnz': 21, 'fpr': 0.01176470588235294, 'fdr_normalised': 0.3333333333333333, 'model': 'dagma', '_wandb': {'runtime': 7}, 'fdr': 0.09523809523809525, 'shd': 2, '_runtime': 8.569147825241089, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]}}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",swift-dust-24
33,"{'fpr_normalised': 0.07647058823529412, 'fpr': 0, '_wandb': {'runtime': 7}, 'tpr_normalised': 0.45, 'fdr_normalised': 0.5909090909090909, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], '_type': 'histogram'}, '_step': 3, '_runtime': 9.323463678359984, 'shd_normalised': 15, 'nnz': 20, 'shd': 0, 'model': 'dagma', 'fdr': 0, 'nnz_normalised': 22, 'tpr': 1, '_timestamp': 1696528121.2512236, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]}}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",eternal-glitter-23
34,"{'fpr': 0, '_timestamp': 1696528107.0666754, 'fdr': 0, 'fpr_normalised': 0.04705882352941176, 'nnz_normalised': 21, 'tpr_normalised': 0.65, 'B_est_normalised': {'values': [379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, '_runtime': 9.716497421264648, 'fdr_normalised': 0.380952380952381, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'shd_normalised': 10, '_wandb': {'runtime': 8}, 'tpr': 1, '_step': 3, 'nnz': 20, 'shd': 0, 'model': 'dagma'}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",young-sun-22
35,"{'nnz': 20, 'nnz_normalised': 20, 'fpr_normalised': 0.058823529411764705, 'tpr_normalised': 0.5, 'tpr': 1, 'model': 'dagma', 'B_est': {'_type': 'histogram', 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'fdr': 0, '_wandb': {'runtime': 9}, '_timestamp': 1696528093.5879142, 'fdr_normalised': 0.5, 'shd_normalised': 13, 'B_est_normalised': {'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], '_type': 'histogram'}, 'shd': 0, '_runtime': 9.924508333206177, '_step': 3, 'fpr': 0}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['dagma', 'ges', 'dagma-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",silver-durian-21
36,"{'tpr_normalised': 0.3, 'model': 'notears-np', 'tpr': 0.85, '_timestamp': 1696519845.2839613, 'fdr_normalised': 0.6666666666666666, 'fdr': 0.10526315789473684, 'B_est_normalised': {'_type': 'histogram', 'values': [82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'fpr_normalised': 0.48, 'nnz': 19, '_step': 3, '_wandb': {'runtime': 9632}, 'fpr': 0.08, 'shd': 4, 'nnz_normalised': 18, '_runtime': 9633.733890295029, 'shd_normalised': 22, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}}","{'d': 10, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",smooth-thunder-19
37,"{'_runtime': 11255.341603279114, 'nnz_normalised': 18, 'shd_normalised': 19, '_wandb': {'runtime': 11253}, 'fpr_normalised': 0.48, 'fdr': 0, 'shd': 0, 'fdr_normalised': 0.6666666666666666, 'B_est_normalised': {'_type': 'histogram', 'values': [82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'nnz': 20, 'tpr_normalised': 0.3, '_step': 3, '_timestamp': 1696510208.098519, 'fpr': 0, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'tpr': 1, 'model': 'notears-np'}","{'d': 10, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",glorious-wood-18
38,"{'_runtime': 8981.944762468338, 'nnz': 19, 'fdr_normalised': 0.7368421052631579, '_step': 3, 'nnz_normalised': 19, 'shd': 1, 'fpr_normalised': 0.56, 'model': 'notears-np', 'tpr_normalised': 0.25, 'B_est_normalised': {'values': [81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'shd_normalised': 19, 'fdr': 0, 'fpr': 0, '_timestamp': 1696498949.7975104, 'tpr': 0.95, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, '_wandb': {'runtime': 8981}}","{'d': 10, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",amber-field-17
39,"{'_timestamp': 1696471662.0533466, '_step': 0, 'model': 'notears-np', '_runtime': 1.581303596496582}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",copper-meadow-16
