,summary,config,name
40,"{'nnz_normalised': 31, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31]}, 'fpr': 0.0058823529411764705, '_wandb': {'runtime': 14948}, '_step': 3, 'fdr_normalised': 0.7741935483870968, 'shd': 1, 'tpr': 0.95, '_runtime': 14950.27079319954, 'fpr_normalised': 0.1411764705882353, 'nnz': 20, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], '_type': 'histogram'}, 'shd_normalised': 26, 'tpr_normalised': 0.35, '_timestamp': 1696471656.21759, 'fdr': 0.05, 'model': 'notears-np'}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",giddy-sunset-15
41,"{'_wandb': {'runtime': 9173}, 'shd': 0, 'B_est_normalised': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26], '_type': 'histogram'}, 'model': 'notears-np', '_runtime': 9175.036718130112, 'shd_normalised': 20, '_step': 3, 'tpr_normalised': 0.45, 'fpr': 0, 'fpr_normalised': 0.1, 'tpr': 1, 'fdr_normalised': 0.6538461538461539, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_timestamp': 1696456702.6127412, 'nnz': 20, 'fdr': 0, 'nnz_normalised': 26}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",vocal-river-14
42,"{'model': 'notears', 'nnz': 19, 'tpr_normalised': 0.5, 'shd': 1, '_runtime': 13.349644660949709, 'fpr': 0, 'fpr_normalised': 0.06470588235294118, 'fdr': 0, 'tpr': 0.95, '_wandb': {'runtime': 11}, '_timestamp': 1696447524.0303907, 'fdr_normalised': 0.5238095238095238, 'nnz_normalised': 21, 'shd_normalised': 15, 'B_est_normalised': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21], '_type': 'histogram'}, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, '_step': 3}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",twilight-voice-13
43,"{'shd': 1, '_wandb': {'runtime': 17}, '_timestamp': 1696447506.4138548, 'fpr_normalised': 0.06470588235294118, '_step': 3, 'fdr': 0.05, 'tpr_normalised': 0.4, 'model': 'notears', 'nnz_normalised': 19, 'shd_normalised': 17, '_runtime': 18.490660905838013, 'fdr_normalised': 0.5789473684210527, 'tpr': 0.95, 'B_est': {'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'B_est_normalised': {'_type': 'histogram', 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'nnz': 20, 'fpr': 0.0058823529411764705}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",charmed-sponge-12
44,"{'tpr_normalised': 0.45, '_runtime': 6.697769403457642, 'fdr': 0, 'fpr': 0, 'tpr': 1, 'shd': 0, 'shd_normalised': 12, 'nnz': 20, 'nnz_normalised': 16, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'model': 'notears', '_step': 3, 'B_est_normalised': {'values': [384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], '_type': 'histogram'}, '_timestamp': 1696447484.828329, 'fpr_normalised': 0.041176470588235294, '_wandb': {'runtime': 5}, 'fdr_normalised': 0.4375}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",fragrant-donkey-11
45,"{'_wandb': {'runtime': 8}, 'fdr_normalised': 0.5, 'B_est': {'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], '_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, '_runtime': 9.820833206176758, 'nnz': 20, 'shd': 0, 'fpr': 0, 'model': 'notears', 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]}, 'tpr': 1, 'nnz_normalised': 22, '_step': 3, 'shd_normalised': 13, '_timestamp': 1696447475.051, 'fdr': 0, 'tpr_normalised': 0.55, 'fpr_normalised': 0.06470588235294118}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",misunderstood-morning-10
46,"{'_runtime': 8.952285528182983, 'tpr_normalised': 0.5, 'model': 'notears', 'shd': 0, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, 'fdr': 0, 'nnz_normalised': 19, '_timestamp': 1696447462.1624336, 'fdr_normalised': 0.47368421052631576, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_step': 3, 'shd_normalised': 13, 'nnz': 20, 'fpr_normalised': 0.052941176470588235, '_wandb': {'runtime': 7}, 'fpr': 0, 'tpr': 1}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",legendary-sky-9
47,"{'_runtime': 11.77525544166565, 'shd_normalised': 15, 'shd': 1, 'tpr': 0.95, 'nnz_normalised': 21, 'fdr': 0, 'nnz': 19, 'fdr_normalised': 0.5714285714285714, 'tpr_normalised': 0.45, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]}, '_timestamp': 1696447450.0639255, '_step': 3, 'fpr': 0, 'model': 'notears', '_wandb': {'runtime': 10}, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], '_type': 'histogram'}, 'fpr_normalised': 0.07058823529411765}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",frosty-wind-8
48,"{'fpr': 0.0058823529411764705, 'model': 'notears', 'nnz': 20, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'tpr_normalised': 0.35, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]}, '_timestamp': 1696447434.5445323, 'fpr_normalised': 0.07058823529411765, 'fdr': 0.05, 'shd': 1, 'nnz_normalised': 19, 'shd_normalised': 17, 'fdr_normalised': 0.631578947368421, 'tpr': 0.95, '_runtime': 13.282183408737184, '_step': 3, '_wandb': {'runtime': 11}}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",devout-spaceship-7
49,"{'nnz': 20, 'model': 'notears', 'nnz_normalised': 22, 'tpr_normalised': 0.45, 'shd_normalised': 16, 'fdr': 0, '_runtime': 16.106688261032104, 'fdr_normalised': 0.5909090909090909, 'shd': 0, '_wandb': {'runtime': 14}, 'tpr': 1, 'fpr': 0, 'fpr_normalised': 0.07647058823529412, 'B_est_normalised': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22], '_type': 'histogram'}, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20], '_type': 'histogram'}, '_timestamp': 1696447416.8637822, '_step': 3}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",solar-breeze-6
50,"{'fpr_normalised': 0.04705882352941176, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, 'shd_normalised': 11, 'nnz': 19, '_step': 3, 'shd': 2, '_wandb': {'runtime': 5}, 'fpr': 0.0058823529411764705, '_runtime': 6.837774038314819, 'fdr_normalised': 0.4, 'B_est': {'_type': 'histogram', 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1]}, 'nnz_normalised': 20, 'tpr_normalised': 0.6, 'fdr': 0.05263157894736842, 'tpr': 0.9, 'model': 'notears', '_timestamp': 1696447397.779247}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",sunny-dust-5
51,"{'shd': 1, 'fdr': 0, 'model': 'notears', '_timestamp': 1696447387.2257864, '_step': 3, 'fdr_normalised': 0.5, 'nnz': 19, 'nnz_normalised': 18, '_runtime': 12.40607738494873, 'tpr_normalised': 0.45, 'tpr': 0.95, '_wandb': {'runtime': 11}, 'shd_normalised': 14, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]}, 'fpr_normalised': 0.052941176470588235, 'fpr': 0, 'B_est': {'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19], '_type': 'histogram'}}","{'d': 20, 'n': 1000, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 10, 'graph_type': 'ER'}",smooth-disco-4
52,"{'model': 'notears', 'tpr': 1, '_wandb': {'runtime': 8}, 'fdr': 0, 'fdr_normalised': 0.6666666666666666, 'fpr_normalised': 0.07058823529411765, 'B_est': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]}, '_runtime': 9.759010791778564, '_timestamp': 1696445508.2913878, '_step': 3, 'nnz': 20, 'shd': 0, 'fpr': 0, 'nnz_normalised': 18, 'shd_normalised': 18, 'B_est_normalised': {'_type': 'histogram', 'bins': [0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875, 0.25, 0.28125, 0.3125, 0.34375, 0.375, 0.40625, 0.4375, 0.46875, 0.5, 0.53125, 0.5625, 0.59375, 0.625, 0.65625, 0.6875, 0.71875, 0.75, 0.78125, 0.8125, 0.84375, 0.875, 0.90625, 0.9375, 0.96875, 1], 'values': [382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]}, 'tpr_normalised': 0.3}","{'d': 20, 'n': 100, 's0': 20, 'methods': ['notears'], 'sem_type': 'gauss', 'run_count': 1, 'graph_type': 'ER'}",clean-grass-2
53,{'_wandb': {'runtime': 0}},"{'d': 20, 'n': 100, 's0': 20, 'methods': ['notears', 'notears-np'], 'sem_type': 'gauss', 'run_count': 100, 'graph_type': 'ER'}",balmy-cloud-1
